,id,position,name,age_years,gender,country,sector,corp.,worth_busd,image
0,6448,1,Jeff Bezos,54,Male,United States,Technology ,Amazon,112.0,https://specials-images.forbesimg.com/imageserve/5a8d920d31358e4955adf197/416x416.jpg?background=000000&cropX1=755&cropX2=2357&cropY1=494&cropY2=2097
1,3509,2,Bill Gates,62,Male,United States,Technology ,Microsoft,90.0,https://specials-images.forbesimg.com/imageserve/5a942b7b31358e79a28a452b/416x416.jpg?background=000000&cropX1=285&cropX2=3498&cropY1=146&cropY2=3360
2,3062,3,Warren Buffett,87,Male,United States,Finance And Investments ,Berkshire Hathaway,84.0,https://specials-images.forbesimg.com/imageserve/5a8d9b3a31358e4955adf300/416x416.jpg?background=000000&cropX1=378&cropX2=2650&cropY1=52&cropY2=2322
3,5964,4,Bernard Arnault,69,Male,None,Fashion & Retail ,Lvmh,72.0,https://specials-images.forbesimg.com/imageserve/5a7de808a7ea431690131adf/416x416.jpg?background=000000&cropX1=125&cropX2=2852&cropY1=11&cropY2=2736
4,1044,5,Mark Zuckerberg,33,Male,None,Technology ,Facebook,71.0,https://specials-images.forbesimg.com/imageserve/59d5062131358e542c034eb7/416x416.jpg?background=000000&cropX1=419&cropX2=1409&cropY1=53&cropY2=1044
5,1005,6,Amancio Ortega,82,Male,None,Fashion & Retail ,Zara,70.0,https://specials-images.forbesimg.com/imageserve/5a810ce6a7ea431690133fe6/416x416.jpg?background=000000&cropX1=250&cropX2=2266&cropY1=4&cropY2=2019
6,6940,7,Carlos Slim Helu,78,Male,None,Telecom ,Telecom,67.1,https://specials-images.forbesimg.com/imageserve/5a7fcad931358e4955ad21fc/416x416.jpg?background=000000&cropX1=247&cropX2=2010&cropY1=226&cropY2=1990
7,2429,8,Charles Koch,82,Male,None,Diversified ,Koch Industries,60.0,https://specials-images.forbesimg.com/imageserve/5638b4b5e4b0ffa7afe69a7f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=53&cropY2=797
8,6977,9,David Koch,78,Male,United States,Diversified ,Koch Industries,60.0,https://specials-images.forbesimg.com/imageserve/5a8d901531358e4955adf139/416x416.jpg?background=000000&cropX1=0&cropX2=2400&cropY1=81&cropY2=2481
9,6405,10,Larry Ellison,73,None,None,Technology ,Software,58.5,https://specials-images.forbesimg.com/imageserve/5a8d9263a7ea431690140251/416x416.jpg?background=000000&cropX1=0&cropX2=2000&cropY1=197&cropY2=2198
10,6065,11,Michael Bloomberg,76,Male,United States,Media & Entertainment ,Bloomberg Lp,50.0,https://specials-images.forbesimg.com/imageserve/58c1d278a7ea431f321add1f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=40&cropY2=784
11,2163,12,Larry Page,45,Male,United States,Technology ,Google,48.8,https://specials-images.forbesimg.com/imageserve/59d5098d4bbe6f37dd9ff6bc/416x416.jpg?background=000000&cropX1=1176&cropX2=2904&cropY1=222&cropY2=1950
12,2242,13,Sergey Brin,44,None,Usa,Technology ,Google,47.5,https://specials-images.forbesimg.com/imageserve/5a8d93da31358e4955adf1c9/416x416.jpg?background=000000&cropX1=1399&cropX2=3806&cropY1=290&cropY2=2695
13,2589,14,Jim Walton,70,Male,None,Fashion & Retail ,Walmart,46.4,https://specials-images.forbesimg.com/imageserve/56d1b7cce4b0c144a7f6639f/416x416.jpg?background=000000&cropX1=110&cropX2=516&cropY1=35&cropY2=441
14,8171,15,S. Robson Walton,73,Male,None,Fashion & Retail ,Walmart,46.2,https://specials-images.forbesimg.com/imageserve/59d50a9e4bbe6f37dd9ff712/416x416.jpg?background=000000&cropX1=207&cropX2=1915&cropY1=82&cropY2=1791
15,3995,16,Alice Walton,68,Female,United States,Fashion & Retail ,Walmart,46.0,https://specials-images.forbesimg.com/imageserve/59d50b364bbe6f37dd9ff759/416x416.jpg?background=000000&cropX1=97&cropX2=1126&cropY1=114&cropY2=1143
16,8082,17,Ma Huateng,46,None,China,Technology ,Internet Media,45.3,https://specials-images.forbesimg.com/imageserve/5a7cdf46a7ea431690130bf0/416x416.jpg?background=000000&cropX1=1094&cropX2=3921&cropY1=6&cropY2=2832
17,6213,18,Francoise Bettencourt Meyers,64,Female,None,Fashion & Retail ,L'Oreal,42.2,https://specials-images.forbesimg.com/imageserve/5a7def7631358e4955ad0a53/416x416.jpg?background=000000&cropX1=192&cropX2=973&cropY1=69&cropY2=849
18,3978,19,Mukesh Ambani,61,Male,None,Energy ,"Petrochemicals, Oil & Gas",40.1,https://specials-images.forbesimg.com/imageserve/5a7f3b7931358e4955ad1a39/416x416.jpg?background=000000&cropX1=5&cropX2=1013&cropY1=214&cropY2=1223
19,7021,20,Jack Ma,53,Male,None,Technology ,E-Commerce,39.0,https://specials-images.forbesimg.com/imageserve/5aa1598031358e79a28b5731/416x416.jpg?background=000000&cropX1=1454&cropX2=3297&cropY1=547&cropY2=2389
20,8304,21,Sheldon Adelson,84,Male,None,Gambling & Casinos ,Casinos,38.5,https://specials-images.forbesimg.com/imageserve/5a8d9420a7ea43169014027b/416x416.jpg?background=000000&cropX1=935&cropX2=3219&cropY1=79&cropY2=2362
21,8507,22,Steve Ballmer,62,None,None,Technology ,Microsoft,38.4,https://specials-images.forbesimg.com/imageserve/59d50c47a7ea436b47b36d66/416x416.jpg?background=000000&cropX1=656&cropX2=2920&cropY1=354&cropY2=2617
22,1385,23,Li Ka-Shing,90,Male,Hong Kong,Diversified ,Diversified,34.9,https://specials-images.forbesimg.com/imageserve/5a7e6e914bbe6f2652f52a98/416x416.jpg?background=000000&cropX1=623&cropX2=3280&cropY1=6&cropY2=2661
23,8762,24,Hui Ka Yan,59,Male,None,Real Estate ,Real Estate,30.3,https://specials-images.forbesimg.com/imageserve/5aecc8f4a7ea436b547c4c52/416x416.jpg?background=000000&cropX1=372&cropX2=2640&cropY1=490&cropY2=2756
24,6340,25,Lee Shau Kee,90,None,None,Real Estate ,Real Estate,30.3,https://specials-images.forbesimg.com/imageserve/5a579beba7ea431690109b54/416x416.jpg?background=000000&cropX1=24&cropX2=1040&cropY1=66&cropY2=1082
25,3674,26,Wang Jianlin,63,None,None,Real Estate ,Real Estate,30.0,https://specials-images.forbesimg.com/imageserve/5a7cf67f4bbe6f2652f510d4/416x416.jpg?background=000000&cropX1=810&cropX2=4091&cropY1=0&cropY2=3280
26,8954,27,Beate Heister & Karl Albrecht Jr.,66,none,None,Fashion & Retail ,Supermarkets,29.8,https://specials-images.forbesimg.com/imageserve/5a7e087531358e4955ad0cfe/416x416.jpg?background=000000&cropX1=19&cropX2=2172&cropY1=186&cropY2=2340
27,4727,28,Phil Knight,80,Male,Usa,Fashion & Retail ,Nike,29.6,https://specials-images.forbesimg.com/imageserve/5a8d930431358e4955adf1bb/416x416.jpg?background=000000&cropX1=1463&cropX2=2400&cropY1=35&cropY2=972
28,9488,29,Jorge Paulo Lemann,78,None,Brazil,Food And Beverage ,Beer,27.4,https://specials-images.forbesimg.com/imageserve/5a7b803c4bbe6f2652f4ef67/416x416.jpg?background=000000&cropX1=794&cropX2=3457&cropY1=6&cropY2=2667
29,1739,30,Francois Pinault,81,Male,None,Fashion & Retail ,Luxury Goods,27.0,https://specials-images.forbesimg.com/imageserve/5a7def27a7ea431690131b94/416x416.jpg?background=000000&cropX1=12&cropX2=2668&cropY1=208&cropY2=2866
30,7415,31,Georg Schaeffler,53,Male,None,Automotive ,Auto Parts,25.3,https://specials-images.forbesimg.com/imageserve/5a7e12b631358e4955ad0fb2/416x416.jpg?background=000000&cropX1=835&cropX2=3880&cropY1=0&cropY2=3042
31,5507,32,Susanne Klatten,56,Female,Germany,Automotive ,"Bmw, Pharmaceuticals",25.0,https://specials-images.forbesimg.com/imageserve/5a7e45f64bbe6f2652f5295a/416x416.jpg?background=000000&cropX1=10&cropX2=1120&cropY1=126&cropY2=1236
32,3047,33,David Thomson,61,Male,None,Media & Entertainment ,Media,25.0,https://specials-images.forbesimg.com/imageserve/5a7ba72aa7ea43169012f1b4/416x416.jpg?background=000000&cropX1=566&cropX2=3532&cropY1=6&cropY2=2972
33,1658,34,Jacqueline Mars,78,Female,None,Food And Beverage ,"Candy, Pet Food",23.6,https://specials-images.forbesimg.com/imageserve/59d50d06a7ea436b47b36d84/416x416.jpg?background=000000&cropX1=154&cropX2=1649&cropY1=394&cropY2=1889
34,4180,35,John Mars,82,None,None,Food And Beverage ,"Candy, Pet Food",23.6,https://specials-images.forbesimg.com/imageserve/59d50d06a7ea436b47b36d84/416x416.jpg?background=000000&cropX1=154&cropX2=1649&cropY1=394&cropY2=1889
35,5033,36,Joseph Safra,79,None,None,Finance And Investments ,Banking,23.5,https:http://specials-images.forbesimg.com/imageserve/5722763231358e1869e2bbc0/416x416.jpg?background=000000&cropX1=161&cropX2=647&cropY1=16&cropY2=502
36,7095,37,Giovanni Ferrero,53,Male,Italy,Food And Beverage ,"Nutella, Chocolates",23.0,https:http://specials-images.forbesimg.com/imageserve/5722763231358e1869e2bbc0/416x416.jpg?background=000000&cropX1=161&cropX2=647&cropY1=16&cropY2=502
37,9715,38,Dietrich Mateschitz,74,Male,None,Food And Beverage ,Red Bull,23.0,https://specials-images.forbesimg.com/imageserve/5a7b6c3831358e4955acdba2/416x416.jpg?background=000000&cropX1=790&cropX2=3611&cropY1=12&cropY2=2832
38,5793,39,Michael Dell,53,Male,None,Technology ,Dell Computers,22.7,https://specials-images.forbesimg.com/imageserve/58c1d2e731358e1a35acba6b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=163&cropY2=907
39,8324,40,Masayoshi Son,60,None,None,Telecom ,"Internet, Telecom",22.7,https://specials-images.forbesimg.com/imageserve/5ac24da531358e4112b689b7/416x416.jpg?background=000000&cropX1=864&cropX2=4200&cropY1=0&cropY2=3334
40,3345,41,Serge Dassault,93,Male,None,Diversified ,Diversified,22.6,https://specials-images.forbesimg.com/imageserve/5a7dfc4a31358e4955ad0b78/416x416.jpg?background=000000&cropX1=598&cropX2=3315&cropY1=99&cropY2=2816
41,2380,42,Stefan Quandt,52,None,None,Automotive ,Bmw,22.0,https://specials-images.forbesimg.com/imageserve/56c7cdc0e4b062f6b59a2400/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=3&cropY2=743
42,3693,43,Yang Huiyan,35,Female,China,Real Estate ,Real Estate,21.9,https://specials-images.forbesimg.com/imageserve/5a0b1b83a7ea436b47b558ba/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=3&cropY2=602
43,7946,44,Paul Allen,65,Male,None,Technology ,"Microsoft, Investments",21.7,https:http://specials-images.forbesimg.com/imageserve/57f4fbeb4bbe6f75c4fda22d/416x416.jpg?background=000000&cropX1=82&cropX2=675&cropY1=8&cropY2=601
44,9466,45,Leonardo Del Vecchio,83,Male,None,Fashion & Retail ,Eyeglasses,21.2,https://specials-images.forbesimg.com/imageserve/5a7f931f31358e4955ad1e20/416x416.jpg?background=000000&cropX1=4&cropX2=1440&cropY1=4&cropY2=1440
45,4477,46,Dieter Schwarz,78,Male,Germany,Fashion & Retail ,Retail,20.9,https://specials-images.forbesimg.com/imageserve/5a7f931f31358e4955ad1e20/416x416.jpg?background=000000&cropX1=4&cropX2=1440&cropY1=4&cropY2=1440
46,1325,47,Thomas Peterffy,73,Male,None,Finance And Investments ,Discount Brokerage,20.3,https://specials-images.forbesimg.com/imageserve/59d55c694bbe6f37dda00008/416x416.jpg?background=000000&cropX1=904&cropX2=2836&cropY1=905&cropY2=2839
47,5504,48,"Theo Albrecht, Jr.",67,None,Germany,Fashion & Retail ,"Aldi, Trader Joe'S",20.2,https://specials-images.forbesimg.com/imageserve/59d55c694bbe6f37dda00008/416x416.jpg?background=000000&cropX1=904&cropX2=2836&cropY1=905&cropY2=2839
48,8775,49,Len Blavatnik,61,None,None,Diversified ,Diversified,20.2,https://specials-images.forbesimg.com/imageserve/59d50f2831358e542c034f95/416x416.jpg?background=000000&cropX1=963&cropX2=2028&cropY1=234&cropY2=1299
49,6828,50,He Xiangjian,75,Male,None,Manufacturing ,Home Appliances,20.1,https://specials-images.forbesimg.com/imageserve/5a7cb54ca7ea431690130761/416x416.jpg?background=000000&cropX1=210&cropX2=1953&cropY1=660&cropY2=2404
50,6437,51,Lui Che Woo,89,Male,None,Gambling & Casinos ,Casinos,20.1,https://specials-images.forbesimg.com/imageserve/5a7e7153a7ea431690132553/416x416.jpg?background=000000&cropX1=1591&cropX2=4746&cropY1=14&cropY2=3168
51,9323,52,James Simons,80,Male,None,Finance And Investments ,Hedge Funds,20.0,https://specials-images.forbesimg.com/imageserve/5a8d914e4bbe6f2652f61c2f/416x416.jpg?background=000000&cropX1=2670&cropX2=3520&cropY1=341&cropY2=1190
52,3392,53,Henry Sy,93,None,None,Diversified ,Diversified,20.0,https://specials-images.forbesimg.com/imageserve/5a8ed22d31358e4955ae072b/416x416.jpg?background=000000&cropX1=568&cropX2=3083&cropY1=131&cropY2=2647
53,7186,54,Elon Musk,46,Male,None,Automotive ,Tesla Motors,19.9,https://specials-images.forbesimg.com/imageserve/5a8d90fd4bbe6f2652f61c15/416x416.jpg?background=000000&cropX1=0&cropX2=1999&cropY1=159&cropY2=2159
54,1201,55,Hinduja Family,-9999,None,None,Diversified ,Diversified,19.5,https://specials-images.forbesimg.com/imageserve/5a8159ea4bbe6f2652f547d4/416x416.jpg?background=000000&cropX1=1029&cropX2=3189&cropY1=6&cropY2=2165
55,7966,56,Tadashi Yanai,69,None,None,Fashion & Retail ,Fashion Retail,19.5,https://specials-images.forbesimg.com/imageserve/5ac24e1ca7ea432fbc1dc7fa/416x416.jpg?background=000000&cropX1=874&cropX2=2885&cropY1=491&cropY2=2501
56,9754,57,Vladimir Lisin,62,None,None,Metals & Mining ,"Steel, Transport",19.1,https://specials-images.forbesimg.com/imageserve/5a80c93d31358e4955ad2cb5/416x416.jpg?background=000000&cropX1=9&cropX2=1871&cropY1=148&cropY2=2012
57,8415,58,Laurene Powell Jobs,54,Female,United States,Philanthropy/Ngo ,"Apple, Disney",18.8,https://specials-images.forbesimg.com/imageserve/5a270a504bbe6f37e65991c9/416x416.jpg?background=000000&cropX1=1150&cropX2=4486&cropY1=0&cropY2=3333
58,5566,59,Azim Premji,72,Male,None,Technology ,Software Services,18.8,https://specials-images.forbesimg.com/imageserve/5a7f0e8231358e4955ad1813/416x416.jpg?background=000000&cropX1=979&cropX2=3562&cropY1=11&cropY2=2592
59,4547,60,Alexey Mordashov,52,Male,Russia,Metals & Mining ,"Steel, Investments",18.7,https://specials-images.forbesimg.com/imageserve/5a808e7a4bbe6f2652f53d31/416x416.jpg?background=000000&cropX1=846&cropX2=3515&cropY1=0&cropY2=2667
60,2113,61,Lee Kun-Hee,76,Male,None,Diversified ,Samsung,18.6,https://specials-images.forbesimg.com/imageserve/58f8d8e84bbe6f1aff4612ef/416x416.jpg?background=000000&cropX1=0&cropX2=705&cropY1=31&cropY2=737
61,8073,62,Lakshmi Mittal,68,Male,None,Metals & Mining ,Steel,18.5,https://specials-images.forbesimg.com/imageserve/59cbfbf5a7ea434a34f46a72/416x416.jpg?background=000000&cropX1=15&cropX2=2362&cropY1=10&cropY2=2359
62,4515,63,Wang Wei,48,None,China,Service ,Package Delivery,18.2,https://specials-images.forbesimg.com/imageserve/5a7cf9f7a7ea431690130d30/416x416.jpg?background=000000&cropX1=1243&cropX2=2927&cropY1=150&cropY2=1834
63,4584,64,Leonid Mikhelson,62,Male,None,Energy ,"Gas, Chemicals",18.0,https://specials-images.forbesimg.com/imageserve/5a80ab314bbe6f2652f53efa/416x416.jpg?background=000000&cropX1=654&cropX2=3172&cropY1=5&cropY2=2522
64,5846,65,Charoen Sirivadhanabhakdi,74,None,Thailand,Food And Beverage ,"Drinks, Real Estate",17.9,https://specials-images.forbesimg.com/imageserve/58a2956ca7ea431f321976b1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829
65,2843,66,Pallonji Mistry,89,Male,None,Construction & Engineering ,Construction,17.8,https://specials-images.forbesimg.com/imageserve/222dbe79a423261046cbdb42ac70e16b/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
66,5774,67,Ray Dalio,68,Male,United States,Finance And Investments ,Hedge Funds,17.7,https://specials-images.forbesimg.com/imageserve/5ac959f74bbe6f2310f1e05c/416x416.jpg?background=000000&cropX1=777&cropX2=3143&cropY1=114&cropY2=2478
67,9884,68,Takemitsu Takizaki,73,None,None,Manufacturing ,Sensors,17.5,https://specials-images.forbesimg.com/imageserve/5a0a24205655325303469e7ab36397dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=116&cropY2=860
68,6504,69,William Ding,46,Male,None,Technology ,Online Games,17.4,https://specials-images.forbesimg.com/imageserve/5a7d09364bbe6f2652f51155/416x416.jpg?background=000000&cropX1=4&cropX2=1672&cropY1=396&cropY2=2063
69,5747,70,R. Budi Hartono,77,Male,None,Finance And Investments ,"Banking, Tobacco",17.4,https://specials-images.forbesimg.com/imageserve/b8d46ef97d58d450be629bd0fddc9a6e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=10&cropY2=754
70,5642,71,Gina Rinehart,64,Female,None,Metals & Mining ,Mining,17.4,https://specials-images.forbesimg.com/imageserve/59f73f7831358e542c046b65/416x416.jpg?background=000000&cropX1=211&cropX2=1123&cropY1=82&cropY2=995
71,4523,72,German Larrea Mota Velasco,64,Male,None,Metals & Mining ,Mining,17.3,https://specials-images.forbesimg.com/imageserve/597a47174bbe6f3eb800b6b8/416x416.jpg?background=000000&cropX1=1901&cropX2=3603&cropY1=368&cropY2=2069
72,4360,73,Carl Icahn,82,None,None,Finance And Investments ,Investments,16.8,https://specials-images.forbesimg.com/imageserve/57e5739ca7ea430a8a1a2b8f/416x416.jpg?background=000000&cropX1=74&cropX2=744&cropY1=74&cropY2=744
73,6877,74,Stefan Persson,70,None,Sweden,Fashion & Retail ,H&M,16.8,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015
74,7100,75,Michael Hartono,78,None,None,Manufacturing ,"Banking, Tobacco",16.7,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015
75,7143,76,Joseph Lau,66,Male,None,Real Estate ,Real Estate,16.7,https://specials-images.forbesimg.com/imageserve/5a7e6ca6a7ea431690132547/416x416.jpg?background=000000&cropX1=125&cropX2=1076&cropY1=81&cropY2=1033
76,5153,77,Thomas & Raymond Kwok,-9999,None,Hong Kong,Real Estate ,Real Estate,16.5,https://specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropX1=152&cropX2=1061&cropY1=6&cropY2=915
77,6600,78,Vagit Alekperov,67,Male,None,Energy ,Oil,16.4,https://specials-images.forbesimg.com/imageserve/5a80c400a7ea431690133cb7/416x416.jpg?background=000000&cropX1=481&cropX2=2139&cropY1=0&cropY2=1658
78,4048,79,James Ratcliffe,65,None,United Kingdom,Manufacturing ,Chemicals,16.4,https://specials-images.forbesimg.com/imageserve/5a815b254bbe6f2652f547e0/416x416.jpg?background=000000&cropX1=252&cropX2=2046&cropY1=814&cropY2=2608
79,6257,80,Donald Bren,86,None,None,Real Estate ,Real Estate,16.3,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556
80,4409,81,Iris Fontbona,75,None,None,Metals & Mining ,Mining,16.3,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556
81,4119,82,Gennady Timchenko,65,Male,None,Energy ,"Oil, Gas",16.0,https://specials-images.forbesimg.com/imageserve/5a80a596a7ea431690133b09/416x416.jpg?background=000000&cropX1=5&cropX2=2533&cropY1=460&cropY2=2990
82,2010,83,Abigail Johnson,56,None,None,Finance And Investments ,Money Management,15.9,https:http://specials-images.forbesimg.com/imageserve/57e570c54bbe6f24d1f891b6/416x416.jpg?background=000000&cropX1=63&cropX2=615&cropY1=68&cropY2=621
83,2881,84,Vladimir Potanin,57,None,None,Metals & Mining ,Metals,15.9,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181
84,6201,85,Lukas Walton,30,Male,Usa,Fashion & Retail ,Walmart,15.9,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181
85,8205,86,Charlene De Carvalho-Heineken,63,Female,Netherlands,Food And Beverage ,Heineken,15.8,https://specials-images.forbesimg.com/imageserve/5a7fd414a7ea4316901331b7/416x416.jpg?background=000000&cropX1=0&cropX2=3280&cropY1=887&cropY2=4168
86,9858,87,Zhang Zhidong,46,Male,None,Technology ,Internet Media,15.6,https://specials-images.forbesimg.com/imageserve/8c2c90c2667221740e4fe57cde754bf8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=18&cropY2=762
87,8820,88,Petr Kellner,54,Male,None,Finance And Investments ,Banking,15.5,https://specials-images.forbesimg.com/imageserve/4023ab5df9aad04f544e7dfde9031598/416x416.jpg?background=000000&cropX1=32&cropX2=723&cropY1=3&cropY2=694
88,9457,89,Andrey Melnichenko,46,Male,Russia,Energy ,"Coal, Fertilizers",15.5,https://specials-images.forbesimg.com/imageserve/5a809da44bbe6f2652f53def/416x416.jpg?background=000000&cropX1=651&cropX2=3302&cropY1=6&cropY2=2656
89,1937,90,David & Simon Reuben,-9999,Male,None,Real Estate ,"Investments, Real Estate",15.5,https://specials-images.forbesimg.com/imageserve/58ee56d9a7ea437ada262e00/416x416.jpg?background=000000&cropX1=253&cropX2=1732&cropY1=64&cropY2=1543
90,4954,91,Klaus-Michael Kuehne,81,None,None,Logistics ,Shipping,15.3,https://specials-images.forbesimg.com/imageserve/5a7e288b31358e4955ad1159/416x416.jpg?background=000000&cropX1=2640&cropX2=4000&cropY1=400&cropY2=1760
91,8498,92,Li Shufu,55,Male,China,Automotive ,Automobiles,15.3,https://specials-images.forbesimg.com/imageserve/5a7ccad231358e4955acf931/416x416.jpg?background=000000&cropX1=488&cropX2=1703&cropY1=161&cropY2=1377
92,6589,93,Mikhail Fridman,54,Male,None,Energy ,"Oil, Banking, Telecom",15.1,https://specials-images.forbesimg.com/imageserve/5a80ac47a7ea431690133b64/416x416.jpg?background=000000&cropX1=534&cropX2=3793&cropY1=7&cropY2=3263
93,1456,94,Rupert Murdoch,87,None,None,Media & Entertainment ,"Newspapers, Tv Network",15.0,https://specials-images.forbesimg.com/imageserve/5a8d934d4bbe6f2652f61c74/416x416.jpg?background=000000&cropX1=0&cropX2=1559&cropY1=81&cropY2=1639
94,3091,95,Dhanin Chearavanont,79,Male,None,Diversified ,Diversified,14.9,https://specials-images.forbesimg.com/imageserve/58accecd4bbe6f0e55874019/416x416.jpg?background=000000&cropX1=61&cropX2=684&cropY1=226&cropY2=850
95,7490,96,Robert Kuok,94,Male,None,Diversified ,"Palm Oil, Shipping, Property",14.8,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
96,2753,97,Emmanuel Besnier,47,Male,None,Food And Beverage ,Cheese,14.7,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
97,9129,98,Shiv Nadar,72,Male,None,Technology ,Software Services,14.6,https://specials-images.forbesimg.com/imageserve/37d84982997cb979720fb6f28fa88067/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=111&cropY2=855
98,4941,99,Viktor Vekselberg,61,Male,None,Energy ,"Metals, Energy",14.4,https://specials-images.forbesimg.com/imageserve/5a80c89231358e4955ad2ca8/416x416.jpg?background=000000&cropX1=752&cropX2=3164&cropY1=5&cropY2=2416
99,1817,100,Aliko Dangote,61,Male,None,Manufacturing ,"Cement, Sugar, Flour",14.1,https://specials-images.forbesimg.com/imageserve/5a7fd828a7ea43169013322e/416x416.jpg?background=000000&cropX1=240&cropX2=2897&cropY1=11&cropY2=2667
100,4525,101,Harold Hamm,72,Male,None,Energy ,Oil & Gas,14.1,https://specials-images.forbesimg.com/imageserve/59d563d8a7ea436b47b371d7/416x416.jpg?background=000000&cropX1=1310&cropX2=2937&cropY1=960&cropY2=2589
101,2386,102,Steve Cohen,62,None,None,Finance And Investments ,Hedge Funds,14.0,https://specials-images.forbesimg.com/imageserve/5a8d946e4bbe6f2652f61ca6/416x416.jpg?background=000000&cropX1=743&cropX2=3320&cropY1=91&cropY2=2667
102,7384,103,Dustin Moskovitz,33,None,None,Technology ,Facebook,14.0,https://specials-images.forbesimg.com/imageserve/5a8d9076a7ea43169014020b/416x416.jpg?background=000000&cropX1=1208&cropX2=3374&cropY1=81&cropY2=2246
103,9410,104,Marcel Herrmann Telles,68,None,None,Food And Beverage ,Beer,14.0,https://specials-images.forbesimg.com/imageserve/5a7b8dd54bbe6f2652f4f0fa/416x416.jpg?background=000000&cropX1=6&cropX2=1812&cropY1=862&cropY2=2667
104,1581,105,Reinhold Wuerth,83,Male,None,Manufacturing ,Fasteners,13.6,https://specials-images.forbesimg.com/imageserve/5a7e391a4bbe6f2652f528b8/416x416.jpg?background=000000&cropX1=562&cropX2=2916&cropY1=10&cropY2=2362
105,6026,106,Charles Ergen,65,None,None,Media & Entertainment ,Satellite Tv,13.4,https://specials-images.forbesimg.com/imageserve/59d55b4331358e542c035479/416x416.jpg?background=000000&cropX1=1400&cropX2=3175&cropY1=55&cropY2=1832
106,3781,107,Eric Schmidt,63,Male,None,Technology ,Google,13.4,https://specials-images.forbesimg.com/imageserve/58c19b99a7ea431f321ad8d9/416x416.jpg?background=000000&cropX1=90&cropX2=631&cropY1=47&cropY2=588
107,9808,108,Philip Anschutz,78,Male,None,Finance And Investments ,Investments,13.0,https://specials-images.forbesimg.com/imageserve/58c1d4a4a7ea431f321add5b/416x416.jpg?background=000000&cropX1=23&cropX2=732&cropY1=37&cropY2=746
108,6761,109,Jim Kennedy,70,Male,None,Media & Entertainment ,Media,13.0,https://specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272
109,7326,110,Blair Parry-Okeden,68,Female,United States,Media & Entertainment ,Media,13.0,https://specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272
110,7379,111,Alain Wertheimer,69,None,France,Fashion & Retail ,Chanel,13.0,https://specials-images.forbesimg.com/imageserve/5a7de73f31358e4955ad0986/416x416.jpg?background=000000&cropX1=11&cropX2=1445&cropY1=0&cropY2=1434
111,4369,112,Gerard Wertheimer,67,Male,None,Fashion & Retail ,Chanel,13.0,https://specials-images.forbesimg.com/imageserve/5a7df0a7a7ea431690131ba8/416x416.jpg?background=000000&cropX1=5&cropX2=2632&cropY1=235&cropY2=2861
112,3419,113,Leonard Lauder,81,Male,None,Fashion & Retail ,Estee Lauder,12.9,https://specials-images.forbesimg.com/imageserve/59d57d2631358e542c035675/416x416.jpg?background=000000&cropX1=0&cropX2=3457&cropY1=258&cropY2=3713
113,1158,114,Heinz Hermann Thiele,77,None,Germany,Construction & Engineering ,Brakes,12.9,https://specials-images.forbesimg.com/imageserve/56c7ceace4b062f6b59a2407/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=131&cropY2=874
